Unnamed: 0,Car,Review,Polarity_score,Sentiment
330,Mahindra Thar,"Should have an Armrest on the back seat and instead of speakers those should be an AC vent on the roof & of course, the front grill should be body-colored.",0.0,Neutral
331,Mahindra Thar,This is a powerful beast with an elegant look. Now Mahindra offers Thar with the best deal and all functions. I am waiting for you Thar.,4.3895,Strongly Positive
332,Mahindra Thar,The new Thar has improved however still not to my satisfaction. Reasons 1. The fixed window for the backseat. 2. No 4 door variant and lack of boot space. Therefore not so convenient for a family adventure or for rural folks.,-0.6475,Negative
333,Mahindra Thar,Thar is an Indian legend. It is a noticeable car on the road. This car is very capable of offroading as it has a very good 4×4 low gear system.,2.8754999999999997,Positive
334,Mahindra Thar,"The looks are very good, and after its launch, I will also buy this beast and its engine is so powerful.",3.894,Positive
335,Mahindra Thar,"Mileage is okay according to Thar but features are not good. Mahindra do something, otherwise I will change my plan to buy Thar.",-1.9685,Negative
336,Mahindra Thar,"New Thar is a very good looking car but the performance on the highways is not good however, the off-road capabilities of the car are very good.",4.464,Strongly Positive
337,Mahindra Thar,Best Thar ever the 2020 model. the old family members were refusing to buy and now the family is interested to have an Thar adventure.,3.7895000000000003,Positive
338,Mahindra Thar,It's a really nice car and the convertible variant of Thar 2020 is awesome.,4.008,Strongly Positive
339,Mahindra Thar,Amazing feature and powerful pick up 4x4 jeep which particular feature you will get only in Wrangler Jeep car.,3.825,Positive
340,Mahindra Thar,"Nothing to complain about it. But I want the LX variant in 6 seater version... So, please let me know if this is possible or not...",3.2955,Positive
341,Mahindra Thar,I am very much excited about Mahindra Thar. I really want to own it but let's see. I love Thar's look and power.,4.1875,Strongly Positive
342,Mahindra Thar,Looking good and now we used daily use. Thar 2020 Mahindra is best for offroading vehicles also.,3.982,Positive
343,Mahindra Thar,"First of all, you copy a car and don't even make it close to basic practicality (spaces, ergonomics, features, and so on). It was a very good opportunity for Mahindra to make an exceptionally good off-road car with a good touch of City SUV car as well!",4.6655,Strongly Positive
344,Mahindra Thar,"I am planning to buy this, amazing Thar with good colors. Overall, real SUV which can create a different segment.",4.2955,Strongly Positive
345,Mahindra Thar,The king is back; waiting for the 2nd October when bookings will start.,0.0,Neutral
346,Mahindra Thar,"If the price of this mini SUV for 12 lacks. It's a shame because, for that price range, we have a lot of other good SUVs like Creta, XUV, etc. It's just that it is a mini version of Wrangler design, which can barely adjust 4 seats, and if it ends up costing 12 lacks. God bless them. Good cars from Mahindra itself, like Scorpio and XU...",4.455,Strongly Positive
347,Mahindra Thar,"Finally, it's my dream because really. I'm waiting for this car for a long time. I'm also Bolero and old Thar owner but some moment empty but now I'm completely full filled my dream for all new Mahindra Thar thanks Mahindra and Mahindra special thanks.",4.5969999999999995,Strongly Positive
348,Mahindra Thar,The beast is back. I have already got the beast in my garage.,0.0,Neutral
349,Mahindra Thar,New Mahindra Thar is a good car but not a family car yet if you plan for your first family car please consort with expert and test drive before book it. If you are a hard fan of Thar and you like adventure too and your financial conditions good then you go with new Mahindra Thar. Nice looking best off-roading and best in class comfort for driver an...,4.945,Strongly Positive
350,Mahindra Thar,I think a premium off-road SUV by Mahindra looks very luxurious. I think it might break all record in India,0.0,Neutral
351,Mahindra Thar,Best beast in the market. Has everything that can make your body shiver. Love driving this piece of art.,4.2775,Strongly Positive
352,Mahindra Thar,"Low gears are not sticking on the road, rear can't accommodate more than 2 people. nobody drive in the rough tracks. We cant expect this much from an Indian rubicon.",-1.366,Negative
353,Mahindra Thar,"Thar seems good from the looks point of view. Consider 100 times before paying more than 11 lacks for this car. As offroading is rare, once in a blue moon. So, people would go for a more luxurious more practical version available in the market. Like Nexon, Kia Sonet, Venue, and many more. One of the greatest demerits which I found is ingr...",3.2984999999999998,Positive
354,Mahindra Thar,Car ke ret jada hai rear setting mein problem hai rear space come hai car mein. What second part gear automatic a sakta tha.,-2.0095,Negative
355,Mahindra Thar,"Design-wise good but, why Mahindra made a true copy of Jeep wrangler. Like some Chinese manufacturers will always create a copy of European cars, but nowhere near to the quality of the former?? Anything like that??",4.7044999999999995,Strongly Positive
356,Mahindra Thar,Mahindra Thar is a perfect car for adventure and off-roading at an affordable price. It offers great comfort and pride in riding quality.,4.6625,Strongly Positive
357,Mahindra Thar,The car has a very premium looks and design.,0.0,Neutral
358,Mahindra Thar,"I am not a fan of Thar but looking at these stunning looks of 2020. Thar, I had become a die-hard fan wishing I would ride this beast soon will buy if possible for me.",2.1325,Positive
359,Mahindra Thar,It is an amazing car such a beautiful product by Mahindra beyond the mind and Mahindra doing wonderful work.,4.5405,Strongly Positive
360,Mahindra Thar,Iss bar ki Thar ne bahut kamal ki hai. ab toh intejaar na ho rha bilkul bhi isko lene ke liye.,0.0,Neutral
361,Mahindra Thar,Made in India and make pride road star SUV in a low budget range. I love this vehicle proud of you Mahindra.,4.1125,Strongly Positive
362,Mahindra Thar,The hardtop variant name and it's the price in the petrol model and moreover it's average in petrol model in cities not in hills if someone drives it only in the city.,0.0,Neutral
363,Mahindra Thar,We asked. You voted (in your thousands). And here it is - Empire's definitive (and not a little surprising) tally of the most memorable.,0.0,Neutral
364,Mahindra Thar,"Thar is not only a car. It is a journey of adventure. Now, it comes with on week and on weekend days. I am extremely excited to drive this.",3.0575,Positive
365,Mahindra Thar,Beast is back with vengeance. Looks like the brother of the Jeep. But good try by Mahindra. Rough and tough.,2.9635,Positive
366,Mahindra Thar,"A beast with stunning looks, performance, and comfort. Good job Mahindra for giving us goosebumps by revealing an Indian monster on this independence day.",4.2775,Strongly Positive
367,Mahindra Thar,"I am waiting for a long time, this is my dream SUV. I like to buy immediately, I can't wait I want to go for a long drive.",2.535,Positive
368,Mahindra Thar,"Thar has always been my favorite, wherein after the announcement of 2020 Thar I was excited too but it has left me down if at all I go for it in 2020, I would be missing a more upgraded version within 6 months which I've learned. It indeed is being stated in 2021. Thar shall go for a facelift, with white rear bumper the rest window hinges, whi...",-0.129,Negative
